"title","company","description","stipend","requirements","contact_method","label"
"Cybersecurity Intern","Qualcomm India","We are seeking a Cybersecurity Intern for a 3-month internship in our Delhi NCR office. You will assist in natural language processing, prepare reports, and support the team with day-to-day operations. Strong communication and analytical skills required.","₹16,000/month","Graduate or postgraduate in Electrical Engineering. Experience with GraphQL preferred. Ability to work in a team and meet deadlines.","Apply via Naukri.com","0"
"UI/UX Design Intern","Zoho","Exciting internship opportunity as a UI/UX Design Intern! Work on fintech solutions with our research team. You will develop prototypes, analyze results, and present findings. This 4-month program is ideal for students passionate about innovation.","₹11,000/month","Pursuing B.Tech/BCA/MCA in Mass Communication. Hands-on experience with REST APIs and MATLAB. Strong analytical thinking.","Apply via Naukri.com","0"
"Financial Analyst Intern","Wipro","We are looking for a Financial Analyst Intern to work on data analysis and visualization projects. You will use MATLAB and Tableau to extract insights from large datasets. Experience with SQL and statistical methods is preferred. Duration: 4 months.","₹9,000/month","B.Tech/M.Tech student in Electrical Engineering with knowledge of MATLAB, Tableau, and React. CGPA 7.0 or above preferred.","LinkedIn application","0"
"Content Writing Intern","Cisco India","Join us as a Content Writing Intern and contribute to creating compelling visual content for our brand. You will work with the marketing and product teams on healthcare analytics. Proficiency in Git and TensorFlow is essential. Duration: 6 months.","₹18,000/month","Engineering student with knowledge of Git, TensorFlow. Available for full-time internship of 3-6 months.","Company official website","0"
"Blockchain Developer Intern","CRED","As a Blockchain Developer Intern, you will analyze business data using Rust and Git, create dashboards, and present findings to the management team. This is a 6-month internship with exposure to real-world business problems.","₹25,000/month","Currently pursuing B.Tech/B.E. in Information Technology. Proficiency in Rust and Git. Good problem-solving skills.","Apply via company careers portal","0"
"Mobile App Developer Intern","Goldman Sachs India","We are seeking a Mobile App Developer Intern for a 6-month internship in our Ahmedabad office. You will assist in social media analytics, prepare reports, and support the team with day-to-day operations. Strong communication and analytical skills required.","₹22,000/month","Pursuing B.Tech/BCA/MCA in Information Technology. Hands-on experience with GCP and Rust. Strong analytical thinking.","talent@company.com","0"
"Research Intern – NLP","Siemens India","Join us as a Research Intern – NLP and contribute to creating compelling visual content for our brand. You will work with the marketing and product teams on developer tools. Proficiency in Hadoop and Rust is essential. Duration: 4 months.","₹18,000/month","Engineering student with knowledge of Hadoop, Rust. Available for full-time internship of 3-6 months.","University placement portal","0"
"Embedded Systems Intern","Tata Consultancy Services","Exciting internship opportunity as a Embedded Systems Intern! Work on IoT platforms with our research team. You will develop prototypes, analyze results, and present findings. This 4-month program is ideal for students passionate about innovation.","₹7,000/month","Engineering student with knowledge of Illustrator, Tableau. Available for full-time internship of 3-6 months.","Apply via company careers portal","0"
"Online Reselling Business Intern","CareerBoost Academy","Congratulations! You've been selected for our premium internship. Share your personal documents including Aadhaar, PAN, and passport photo via WhatsApp for immediate joining. Earn ₹30,000/month.","₹30,000/month","No qualification required","Send DM on Instagram","1"
"Virtual Assistant – Immediate Start","TopNotch Placements","Join our network marketing internship! Earn ₹40,000/month by recruiting 5 people. Each referral earns you ₹500 bonus. Build your own team and earn unlimited passive income!","₹40,000/month","No qualification required","Facebook Messenger","1"
"Affiliate Marketing Trainee","TrustHire India","Great opportunity for students! Earn ₹30,000/month. Work is simple and can be done on mobile phone. Pay ₹999 to join. We have placed 10000+ students in top companies.","₹30,000/month","Class 10 pass or above","WhatsApp/Telegram","1"
"Embedded Systems Intern","Bosch India","Join us as a Embedded Systems Intern and help build machine learning models for talent acquisition. You will preprocess data, train models, evaluate performance, and deploy solutions. Familiarity with Django, Go, and deep learning frameworks is a plus.","₹22,000/month","Pursuing B.Tech/BCA/MCA in Mass Communication. Hands-on experience with Django and Go. Strong analytical thinking.","Company official website","0"
"Graphic Design Intern","ISRO","Join us as a Graphic Design Intern and contribute to creating compelling visual content for our brand. You will work with the marketing and product teams on financial modeling. Proficiency in Redis and GCP is essential. Duration: 6 months.","₹15,000/month","Any degree with strong aptitude for Redis and GCP. Portfolio or GitHub profile with relevant projects is a plus.","Company official website","0"
"Frontend Developer Intern","Cisco India","Join our Strategy team as a Frontend Developer Intern. During this 4-month internship, you will design, develop, and test features for our analytics platform. You will participate in code reviews, sprint planning, and gain exposure to agile development practices.","₹10,000/month","Any degree with strong aptitude for GCP and AWS. Portfolio or GitHub profile with relevant projects is a plus.","Apply on AngelList","0"
"Online Data Entry Operator","MegaSuccess Corp","FLASH HIRING: No interview, no resume needed. Just register with ₹1,500 and start earning ₹80,000/month from tomorrow. Verified by thousands of students. 100% safe!","₹80,000/month","Smartphone with internet connection","Personal Gmail","1"
"Mobile App Testing Intern (No Skills Needed)","MegaSuccess Corp","Exciting MLM business internship! Invest ₹199 and start earning through our multi-level referral program. Top earners make ₹80,000/month. Be your own boss!","₹80,000/month","Basic English knowledge","Facebook Messenger","1"
"Crypto Trading Intern","DigiWork India","Exciting opportunity to earn ₹30,000 per month from home! Just pay a one-time registration fee of ₹500 to get started. No experience or interview required. Start earning immediately after payment confirmation.","₹30,000/month","Anyone can apply","Facebook Messenger","1"
"Financial Analyst Intern","EY India","Join our Data Science team as a Financial Analyst Intern. During this 6-month internship, you will design, develop, and test features for our mobile app. You will participate in code reviews, sprint planning, and gain exposure to agile development practices.","₹14,000/month","Currently pursuing B.Tech/B.E. in Commerce. Proficiency in SQL and HTML/CSS. Good problem-solving skills.","Company official website","0"
"Quick Money Online Intern","FastTrack Careers","Join our team and earn ₹45,000 monthly! Pay ₹1,999 registration fee and start working today. No skills needed, training provided free. This offer is valid for limited seats only – apply now!","₹45,000/month","Must share ID proof for verification","WhatsApp group link","1"
